loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
621.0,2.0,0.0,0.0,96.0,251.0,0.0,346.0,197.0,46.0,210.0,79.0
262.0,2.0,0.0,0.0,45.0,122.0,6.0,72.0,14.0,63.0,98.0,54.0
1792.0,4.0,1.0,1.0,82.0,194.0,6.0,573.0,219.0,58.0,217.0,121.0
1636.0,4.0,1.0,1.0,10.0,25.0,2.0,64.0,34.0,3.0,39.0,14.0
1657.0,4.0,0.0,0.0,56.0,132.0,6.0,501.0,139.0,93.0,201.0,79.0
1115.0,0.0,1.0,1.0,15.0,51.0,3.0,372.0,25.0,10.0,36.0,21.0
72.0,3.0,0.0,0.0,0.0,3.0,7.0,506.0,5.0,1.0,2.0,1.0
1045.0,0.0,0.0,1.0,57.0,149.0,7.0,96.0,153.0,32.0,119.0,65.0
1572.0,2.0,0.0,0.0,63.0,138.0,6.0,269.0,47.0,120.0,248.0,39.0
749.0,0.0,1.0,0.0,33.0,116.0,5.0,376.0,45.0,48.0,98.0,25.0
116.0,2.0,1.0,1.0,65.0,149.0,4.0,379.0,1.0,82.0,147.0,68.0
1779.0,2.0,0.0,1.0,31.0,108.0,9.0,508.0,47.0,15.0,114.0,29.0
2006.0,2.0,0.0,1.0,19.0,78.0,1.0,284.0,21.0,25.0,76.0,27.0
1134.0,5.0,0.0,1.0,78.0,212.0,5.0,467.0,27.0,151.0,293.0,104.0
1820.0,2.0,0.0,1.0,54.0,188.0,3.0,48.0,28.0,12.0,139.0,42.0
1549.0,4.0,1.0,1.0,78.0,309.0,7.0,452.0,150.0,88.0,173.0,89.0
779.0,5.0,0.0,1.0,56.0,127.0,3.0,536.0,68.0,87.0,174.0,41.0
1114.0,5.0,0.0,0.0,78.0,228.0,9.0,156.0,60.0,24.0,289.0,72.0
1490.0,1.0,0.0,0.0,22.0,55.0,9.0,81.0,18.0,25.0,81.0,31.0
1587.0,0.0,1.0,1.0,18.0,66.0,1.0,101.0,50.0,16.0,39.0,30.0
370.0,0.0,0.0,0.0,12.0,52.0,2.0,90.0,6.0,15.0,51.0,18.0
1272.0,2.0,1.0,0.0,74.0,164.0,9.0,382.0,100.0,96.0,248.0,74.0
388.0,4.0,0.0,1.0,57.0,194.0,4.0,128.0,34.0,92.0,224.0,53.0
1403.0,5.0,1.0,1.0,1.0,8.0,9.0,305.0,7.0,4.0,4.0,2.0
979.0,3.0,1.0,0.0,68.0,181.0,8.0,522.0,29.0,79.0,151.0,57.0
406.0,2.0,1.0,1.0,18.0,64.0,6.0,329.0,50.0,2.0,46.0,23.0
143.0,0.0,1.0,0.0,52.0,165.0,4.0,291.0,54.0,74.0,142.0,76.0
2021.0,3.0,0.0,1.0,11.0,45.0,6.0,493.0,32.0,20.0,48.0,15.0
736.0,0.0,0.0,0.0,12.0,24.0,0.0,340.0,27.0,10.0,52.0,11.0
549.0,2.0,1.0,1.0,58.0,123.0,7.0,340.0,49.0,53.0,236.0,51.0
1706.0,2.0,0.0,1.0,40.0,155.0,2.0,400.0,124.0,37.0,123.0,46.0
432.0,1.0,0.0,0.0,57.0,165.0,1.0,492.0,113.0,97.0,225.0,71.0
1252.0,2.0,0.0,0.0,34.0,118.0,6.0,105.0,102.0,42.0,127.0,54.0
756.0,1.0,0.0,1.0,73.0,293.0,8.0,459.0,15.0,52.0,277.0,87.0
183.0,1.0,0.0,1.0,38.0,98.0,7.0,146.0,71.0,39.0,140.0,39.0
1195.0,5.0,0.0,0.0,63.0,245.0,3.0,467.0,71.0,96.0,154.0,88.0
558.0,2.0,1.0,0.0,75.0,269.0,7.0,447.0,74.0,46.0,245.0,91.0
500.0,3.0,0.0,0.0,4.0,9.0,0.0,441.0,12.0,5.0,20.0,7.0
578.0,5.0,0.0,1.0,73.0,277.0,0.0,136.0,83.0,58.0,241.0,60.0
1477.0,2.0,1.0,1.0,10.0,42.0,4.0,248.0,2.0,11.0,24.0,14.0
561.0,0.0,1.0,1.0,94.0,330.0,5.0,400.0,229.0,103.0,361.0,78.0
2004.0,1.0,1.0,0.0,61.0,175.0,5.0,459.0,61.0,30.0,167.0,32.0
1427.0,3.0,0.0,1.0,38.0,144.0,3.0,73.0,31.0,62.0,86.0,42.0
1557.0,5.0,1.0,1.0,90.0,332.0,1.0,257.0,6.0,139.0,233.0,123.0
214.0,4.0,1.0,1.0,20.0,79.0,6.0,427.0,59.0,28.0,79.0,14.0
829.0,0.0,0.0,1.0,92.0,197.0,2.0,86.0,161.0,71.0,191.0,102.0
1681.0,5.0,1.0,1.0,95.0,270.0,0.0,27.0,1.0,168.0,217.0,79.0
1342.0,0.0,0.0,0.0,84.0,312.0,0.0,579.0,221.0,157.0,193.0,51.0
204.0,3.0,1.0,1.0,58.0,122.0,8.0,536.0,147.0,50.0,165.0,50.0
536.0,3.0,0.0,0.0,25.0,75.0,6.0,554.0,55.0,53.0,54.0,21.0
925.0,5.0,0.0,0.0,65.0,174.0,2.0,177.0,33.0,104.0,182.0,57.0
309.0,4.0,0.0,1.0,51.0,189.0,1.0,346.0,143.0,69.0,175.0,39.0
239.0,5.0,0.0,1.0,8.0,22.0,6.0,569.0,23.0,1.0,20.0,11.0
771.0,2.0,1.0,1.0,21.0,88.0,9.0,302.0,38.0,6.0,75.0,34.0
2041.0,0.0,1.0,1.0,86.0,293.0,3.0,41.0,198.0,49.0,327.0,122.0
883.0,5.0,1.0,0.0,58.0,194.0,9.0,73.0,148.0,107.0,168.0,55.0
1364.0,4.0,0.0,0.0,73.0,282.0,9.0,213.0,47.0,35.0,149.0,57.0
113.0,3.0,0.0,0.0,12.0,30.0,0.0,343.0,2.0,21.0,32.0,19.0
1962.0,3.0,1.0,0.0,67.0,168.0,1.0,384.0,43.0,61.0,267.0,60.0
865.0,5.0,0.0,1.0,35.0,117.0,5.0,297.0,50.0,18.0,129.0,31.0
1390.0,1.0,1.0,0.0,3.0,11.0,2.0,159.0,12.0,0.0,16.0,5.0
1830.0,2.0,1.0,0.0,86.0,221.0,6.0,382.0,213.0,51.0,183.0,109.0
1934.0,4.0,0.0,0.0,82.0,282.0,6.0,562.0,226.0,83.0,236.0,86.0
320.0,3.0,1.0,0.0,52.0,191.0,9.0,421.0,139.0,32.0,197.0,43.0
1347.0,2.0,1.0,0.0,25.0,64.0,3.0,110.0,77.0,8.0,89.0,23.0
1374.0,4.0,0.0,0.0,49.0,119.0,6.0,205.0,28.0,60.0,180.0,34.0
1802.0,3.0,1.0,1.0,54.0,206.0,6.0,340.0,41.0,107.0,127.0,82.0
1129.0,5.0,0.0,1.0,1.0,4.0,4.0,278.0,1.0,4.0,7.0,1.0
420.0,1.0,1.0,1.0,46.0,144.0,0.0,54.0,72.0,88.0,131.0,55.0
683.0,3.0,0.0,1.0,89.0,185.0,9.0,8.0,146.0,102.0,202.0,48.0
1310.0,5.0,1.0,1.0,19.0,62.0,4.0,484.0,25.0,28.0,70.0,27.0
264.0,4.0,0.0,1.0,84.0,189.0,1.0,552.0,202.0,15.0,322.0,93.0
1275.0,4.0,0.0,1.0,88.0,284.0,2.0,328.0,114.0,12.0,324.0,48.0
1225.0,1.0,0.0,1.0,68.0,253.0,2.0,117.0,152.0,115.0,150.0,87.0
506.0,1.0,1.0,1.0,31.0,105.0,0.0,243.0,61.0,38.0,107.0,47.0
208.0,5.0,1.0,1.0,11.0,47.0,4.0,444.0,22.0,22.0,45.0,19.0
890.0,3.0,1.0,1.0,70.0,213.0,0.0,317.0,107.0,16.0,266.0,37.0
1504.0,4.0,0.0,0.0,37.0,111.0,9.0,551.0,39.0,11.0,133.0,32.0
1469.0,3.0,0.0,1.0,66.0,236.0,5.0,257.0,189.0,28.0,185.0,67.0
1338.0,1.0,0.0,1.0,95.0,252.0,8.0,431.0,214.0,62.0,339.0,49.0
678.0,4.0,1.0,1.0,74.0,235.0,7.0,580.0,38.0,45.0,151.0,64.0
589.0,4.0,0.0,1.0,87.0,231.0,8.0,469.0,166.0,31.0,246.0,58.0
1553.0,1.0,1.0,0.0,12.0,41.0,6.0,475.0,17.0,12.0,39.0,8.0
1445.0,1.0,0.0,0.0,70.0,225.0,0.0,244.0,151.0,87.0,210.0,95.0
1686.0,5.0,1.0,1.0,80.0,206.0,6.0,416.0,115.0,48.0,257.0,84.0
314.0,0.0,1.0,0.0,51.0,197.0,2.0,565.0,160.0,37.0,192.0,40.0
1474.0,4.0,0.0,1.0,23.0,77.0,3.0,159.0,41.0,30.0,87.0,30.0
526.0,1.0,1.0,1.0,46.0,113.0,7.0,386.0,15.0,94.0,115.0,65.0
569.0,0.0,0.0,0.0,37.0,142.0,3.0,238.0,60.0,30.0,100.0,34.0
605.0,5.0,1.0,0.0,24.0,88.0,1.0,9.0,65.0,14.0,56.0,34.0
1781.0,2.0,0.0,0.0,52.0,203.0,8.0,312.0,113.0,22.0,113.0,55.0
1489.0,4.0,1.0,1.0,62.0,236.0,2.0,0.0,163.0,116.0,246.0,70.0
1384.0,1.0,1.0,1.0,15.0,53.0,0.0,566.0,32.0,26.0,64.0,16.0
245.0,1.0,1.0,1.0,90.0,309.0,8.0,388.0,54.0,61.0,201.0,83.0
2016.0,2.0,0.0,0.0,51.0,129.0,4.0,194.0,48.0,98.0,201.0,29.0
445.0,1.0,0.0,1.0,90.0,287.0,2.0,359.0,100.0,129.0,231.0,117.0
78.0,0.0,0.0,0.0,0.0,4.0,3.0,195.0,6.0,2.0,4.0,1.0
1328.0,1.0,0.0,0.0,59.0,188.0,2.0,39.0,58.0,59.0,121.0,63.0
1005.0,1.0,1.0,1.0,54.0,208.0,4.0,154.0,98.0,14.0,136.0,81.0
1547.0,4.0,1.0,1.0,29.0,79.0,8.0,105.0,30.0,38.0,105.0,31.0
728.0,2.0,0.0,1.0,46.0,129.0,9.0,10.0,119.0,46.0,126.0,42.0
29.0,1.0,1.0,1.0,93.0,188.0,7.0,352.0,2.0,105.0,358.0,117.0
225.0,4.0,0.0,1.0,59.0,150.0,6.0,265.0,12.0,99.0,130.0,84.0
898.0,3.0,1.0,0.0,2.0,8.0,7.0,198.0,3.0,4.0,5.0,4.0
1641.0,5.0,0.0,1.0,24.0,52.0,3.0,366.0,68.0,8.0,69.0,13.0
725.0,2.0,1.0,0.0,96.0,226.0,4.0,476.0,14.0,103.0,269.0,137.0
1133.0,0.0,1.0,0.0,9.0,40.0,8.0,513.0,8.0,8.0,26.0,9.0
1764.0,2.0,0.0,0.0,20.0,65.0,9.0,239.0,47.0,2.0,42.0,22.0
1608.0,5.0,0.0,1.0,34.0,82.0,9.0,286.0,45.0,64.0,71.0,45.0
1085.0,3.0,0.0,1.0,76.0,193.0,1.0,456.0,182.0,105.0,202.0,77.0
1192.0,4.0,0.0,1.0,10.0,28.0,7.0,46.0,13.0,22.0,32.0,17.0
195.0,4.0,1.0,0.0,31.0,94.0,6.0,470.0,26.0,0.0,101.0,22.0
194.0,2.0,0.0,0.0,71.0,282.0,6.0,325.0,60.0,38.0,209.0,108.0
1615.0,1.0,1.0,0.0,46.0,140.0,1.0,184.0,125.0,79.0,174.0,36.0
1186.0,5.0,1.0,1.0,56.0,121.0,2.0,532.0,52.0,90.0,138.0,76.0
446.0,0.0,1.0,1.0,84.0,233.0,0.0,59.0,240.0,53.0,244.0,75.0
110.0,2.0,0.0,1.0,67.0,153.0,2.0,50.0,131.0,53.0,223.0,100.0
1329.0,3.0,0.0,1.0,75.0,178.0,9.0,426.0,79.0,145.0,287.0,100.0
4.0,5.0,0.0,0.0,85.0,321.0,1.0,368.0,220.0,148.0,288.0,43.0
407.0,4.0,0.0,1.0,33.0,86.0,1.0,173.0,41.0,39.0,110.0,38.0
637.0,2.0,1.0,0.0,94.0,256.0,8.0,338.0,119.0,99.0,345.0,115.0
1237.0,5.0,1.0,0.0,72.0,177.0,0.0,480.0,54.0,94.0,196.0,53.0
1876.0,1.0,0.0,1.0,32.0,120.0,3.0,216.0,62.0,47.0,80.0,26.0
867.0,4.0,0.0,1.0,39.0,113.0,6.0,539.0,6.0,69.0,124.0,57.0
1132.0,1.0,0.0,0.0,19.0,60.0,7.0,566.0,40.0,22.0,74.0,29.0
64.0,5.0,1.0,0.0,69.0,194.0,3.0,196.0,74.0,56.0,250.0,98.0
1775.0,0.0,0.0,1.0,59.0,189.0,2.0,574.0,140.0,59.0,164.0,76.0
1535.0,3.0,1.0,1.0,75.0,288.0,4.0,57.0,69.0,61.0,216.0,42.0
76.0,2.0,1.0,0.0,44.0,164.0,0.0,474.0,3.0,59.0,136.0,61.0
1163.0,2.0,1.0,1.0,45.0,134.0,2.0,200.0,14.0,79.0,164.0,35.0
2053.0,5.0,1.0,1.0,19.0,46.0,5.0,342.0,26.0,21.0,58.0,18.0
995.0,1.0,1.0,0.0,55.0,188.0,5.0,340.0,95.0,102.0,161.0,45.0
408.0,1.0,0.0,1.0,4.0,15.0,3.0,486.0,11.0,7.0,19.0,8.0
1850.0,4.0,1.0,1.0,2.0,11.0,4.0,355.0,4.0,3.0,12.0,2.0
1074.0,5.0,0.0,1.0,70.0,267.0,5.0,228.0,85.0,128.0,278.0,48.0
1013.0,0.0,0.0,0.0,90.0,349.0,6.0,215.0,106.0,53.0,221.0,130.0
830.0,2.0,0.0,0.0,46.0,186.0,1.0,550.0,103.0,60.0,136.0,59.0
481.0,2.0,1.0,0.0,21.0,47.0,3.0,568.0,15.0,17.0,58.0,15.0
1542.0,1.0,1.0,0.0,94.0,257.0,7.0,66.0,186.0,164.0,294.0,84.0
1868.0,5.0,0.0,1.0,72.0,230.0,9.0,177.0,158.0,36.0,287.0,68.0
1067.0,1.0,1.0,1.0,6.0,19.0,1.0,537.0,10.0,2.0,19.0,10.0
1471.0,3.0,0.0,1.0,41.0,125.0,7.0,44.0,34.0,11.0,116.0,38.0
715.0,0.0,0.0,1.0,68.0,261.0,6.0,302.0,144.0,0.0,136.0,53.0
1151.0,3.0,0.0,1.0,87.0,341.0,6.0,101.0,218.0,77.0,261.0,59.0
1031.0,0.0,1.0,0.0,54.0,190.0,8.0,237.0,65.0,28.0,196.0,64.0
729.0,3.0,1.0,1.0,51.0,193.0,0.0,129.0,148.0,99.0,105.0,30.0
1644.0,3.0,1.0,1.0,76.0,241.0,9.0,185.0,68.0,51.0,174.0,41.0
2033.0,0.0,0.0,0.0,22.0,50.0,7.0,177.0,56.0,42.0,81.0,26.0
1815.0,1.0,0.0,1.0,94.0,294.0,8.0,173.0,186.0,152.0,362.0,94.0
168.0,3.0,1.0,0.0,62.0,241.0,1.0,178.0,79.0,24.0,188.0,45.0
1056.0,1.0,0.0,1.0,44.0,132.0,9.0,522.0,57.0,77.0,116.0,25.0
301.0,3.0,1.0,1.0,40.0,94.0,0.0,93.0,8.0,82.0,83.0,43.0
1727.0,1.0,1.0,0.0,49.0,150.0,1.0,411.0,71.0,61.0,150.0,59.0
307.0,5.0,1.0,0.0,52.0,148.0,5.0,215.0,53.0,47.0,136.0,57.0
1334.0,1.0,1.0,1.0,78.0,273.0,3.0,490.0,80.0,16.0,268.0,118.0
160.0,0.0,0.0,0.0,86.0,199.0,1.0,129.0,161.0,42.0,299.0,124.0
439.0,2.0,0.0,1.0,47.0,128.0,8.0,443.0,83.0,33.0,162.0,72.0
1654.0,1.0,1.0,0.0,67.0,206.0,1.0,266.0,33.0,18.0,247.0,52.0
1610.0,1.0,0.0,0.0,6.0,20.0,4.0,459.0,10.0,9.0,26.0,11.0
2084.0,4.0,0.0,1.0,51.0,142.0,1.0,50.0,127.0,49.0,102.0,35.0
591.0,5.0,0.0,1.0,25.0,101.0,0.0,413.0,29.0,7.0,100.0,14.0
1942.0,4.0,1.0,0.0,40.0,91.0,1.0,416.0,101.0,81.0,158.0,55.0
1801.0,3.0,0.0,1.0,54.0,124.0,5.0,92.0,83.0,93.0,217.0,64.0
1408.0,1.0,1.0,0.0,62.0,161.0,2.0,125.0,125.0,109.0,236.0,89.0
1816.0,1.0,1.0,1.0,82.0,304.0,3.0,75.0,187.0,10.0,256.0,111.0
431.0,4.0,0.0,0.0,91.0,246.0,6.0,150.0,240.0,47.0,341.0,136.0
290.0,3.0,1.0,0.0,22.0,83.0,3.0,374.0,35.0,24.0,59.0,16.0
1948.0,0.0,0.0,0.0,25.0,72.0,2.0,517.0,78.0,12.0,97.0,25.0
824.0,4.0,0.0,1.0,9.0,24.0,8.0,1.0,29.0,16.0,30.0,15.0
635.0,4.0,0.0,1.0,83.0,183.0,4.0,289.0,167.0,32.0,207.0,116.0
100.0,0.0,1.0,0.0,26.0,96.0,3.0,432.0,50.0,13.0,64.0,17.0
40.0,3.0,1.0,0.0,81.0,286.0,4.0,405.0,62.0,119.0,238.0,119.0
1901.0,1.0,0.0,1.0,3.0,15.0,3.0,561.0,2.0,2.0,8.0,6.0
655.0,2.0,0.0,1.0,75.0,190.0,3.0,425.0,13.0,19.0,235.0,104.0
2028.0,3.0,0.0,0.0,21.0,53.0,8.0,117.0,14.0,6.0,64.0,21.0
377.0,1.0,0.0,1.0,22.0,80.0,2.0,374.0,56.0,35.0,50.0,23.0
847.0,2.0,0.0,0.0,64.0,128.0,9.0,569.0,110.0,43.0,203.0,62.0
1.0,3.0,0.0,0.0,89.0,292.0,9.0,200.0,72.0,45.0,327.0,127.0
1650.0,3.0,0.0,0.0,11.0,26.0,3.0,423.0,39.0,19.0,35.0,18.0
659.0,4.0,1.0,0.0,40.0,152.0,8.0,482.0,74.0,7.0,131.0,22.0
937.0,5.0,0.0,0.0,56.0,134.0,2.0,67.0,106.0,27.0,118.0,30.0
1584.0,3.0,0.0,0.0,72.0,283.0,3.0,88.0,198.0,79.0,233.0,72.0
1413.0,0.0,0.0,0.0,45.0,149.0,4.0,474.0,112.0,80.0,93.0,32.0
216.0,4.0,0.0,0.0,52.0,154.0,8.0,147.0,138.0,26.0,162.0,66.0
560.0,5.0,0.0,0.0,79.0,216.0,8.0,75.0,53.0,34.0,159.0,96.0
1213.0,2.0,1.0,1.0,23.0,61.0,2.0,398.0,70.0,2.0,96.0,35.0
2023.0,3.0,1.0,1.0,74.0,288.0,3.0,528.0,211.0,30.0,225.0,112.0
1386.0,4.0,1.0,0.0,87.0,296.0,0.0,437.0,203.0,129.0,204.0,103.0
75.0,3.0,0.0,0.0,14.0,52.0,5.0,122.0,7.0,8.0,51.0,9.0
1894.0,3.0,1.0,1.0,7.0,22.0,9.0,222.0,10.0,3.0,29.0,7.0
1257.0,0.0,1.0,0.0,45.0,112.0,8.0,252.0,76.0,0.0,184.0,26.0
548.0,2.0,1.0,0.0,14.0,49.0,7.0,218.0,4.0,29.0,53.0,16.0
720.0,3.0,1.0,1.0,12.0,43.0,3.0,236.0,16.0,12.0,24.0,20.0
2034.0,5.0,0.0,0.0,54.0,200.0,1.0,461.0,107.0,60.0,133.0,76.0
1289.0,0.0,1.0,1.0,6.0,29.0,3.0,162.0,10.0,4.0,28.0,8.0
1846.0,3.0,1.0,1.0,54.0,113.0,5.0,445.0,34.0,18.0,181.0,78.0
398.0,0.0,1.0,1.0,18.0,56.0,5.0,584.0,39.0,24.0,68.0,30.0
723.0,3.0,1.0,1.0,23.0,74.0,7.0,180.0,21.0,36.0,53.0,32.0
1794.0,1.0,1.0,1.0,1.0,6.0,9.0,116.0,9.0,0.0,3.0,3.0
336.0,0.0,1.0,1.0,7.0,33.0,4.0,373.0,15.0,7.0,32.0,4.0
633.0,0.0,1.0,0.0,44.0,123.0,7.0,266.0,35.0,62.0,148.0,36.0
91.0,3.0,1.0,1.0,36.0,102.0,5.0,570.0,41.0,5.0,146.0,23.0
1306.0,3.0,1.0,1.0,7.0,17.0,8.0,461.0,24.0,7.0,32.0,8.0
1813.0,3.0,1.0,1.0,51.0,192.0,1.0,283.0,133.0,47.0,195.0,79.0
993.0,0.0,1.0,1.0,31.0,93.0,3.0,160.0,62.0,7.0,94.0,20.0
2075.0,1.0,0.0,1.0,0.0,2.0,9.0,403.0,1.0,2.0,2.0,1.0
155.0,5.0,0.0,1.0,28.0,115.0,4.0,362.0,88.0,36.0,95.0,41.0
1111.0,5.0,0.0,0.0,80.0,182.0,1.0,91.0,97.0,57.0,271.0,111.0
757.0,5.0,1.0,1.0,23.0,93.0,2.0,43.0,20.0,19.0,65.0,26.0
1344.0,2.0,0.0,0.0,27.0,110.0,5.0,524.0,8.0,51.0,78.0,26.0
1841.0,0.0,1.0,1.0,80.0,188.0,0.0,453.0,223.0,89.0,202.0,40.0
1945.0,3.0,0.0,1.0,83.0,303.0,9.0,143.0,224.0,14.0,226.0,79.0
63.0,3.0,0.0,1.0,72.0,179.0,6.0,2.0,57.0,31.0,176.0,50.0
1824.0,5.0,1.0,0.0,22.0,48.0,2.0,445.0,16.0,2.0,50.0,34.0
385.0,5.0,1.0,1.0,44.0,142.0,6.0,254.0,24.0,62.0,99.0,58.0
572.0,2.0,1.0,0.0,42.0,117.0,9.0,118.0,94.0,27.0,154.0,34.0
1878.0,0.0,0.0,1.0,41.0,125.0,9.0,264.0,87.0,22.0,107.0,61.0
744.0,2.0,0.0,0.0,42.0,95.0,8.0,402.0,55.0,2.0,85.0,64.0
1916.0,1.0,0.0,1.0,87.0,209.0,3.0,406.0,55.0,92.0,235.0,79.0
415.0,0.0,1.0,1.0,70.0,204.0,4.0,423.0,157.0,120.0,189.0,99.0
1267.0,4.0,1.0,0.0,52.0,123.0,8.0,474.0,4.0,25.0,207.0,66.0
1652.0,5.0,0.0,1.0,22.0,65.0,3.0,159.0,20.0,13.0,92.0,19.0
1991.0,3.0,1.0,1.0,49.0,100.0,5.0,524.0,135.0,54.0,104.0,75.0
1592.0,4.0,1.0,1.0,22.0,91.0,0.0,555.0,38.0,3.0,68.0,35.0
1184.0,5.0,1.0,0.0,66.0,198.0,6.0,524.0,20.0,6.0,153.0,75.0
1028.0,1.0,0.0,1.0,47.0,149.0,4.0,126.0,58.0,73.0,141.0,33.0
1785.0,0.0,0.0,0.0,64.0,149.0,8.0,191.0,16.0,69.0,142.0,93.0
257.0,2.0,0.0,1.0,84.0,283.0,3.0,574.0,225.0,59.0,209.0,72.0
681.0,3.0,0.0,1.0,47.0,140.0,6.0,135.0,104.0,56.0,171.0,51.0
421.0,0.0,0.0,0.0,0.0,1.0,1.0,286.0,6.0,0.0,1.0,1.0
1002.0,4.0,0.0,1.0,12.0,26.0,2.0,413.0,39.0,0.0,44.0,16.0
1322.0,5.0,1.0,1.0,65.0,233.0,6.0,539.0,31.0,33.0,191.0,75.0
0.0,0.0,1.0,1.0,39.0,119.0,3.0,114.0,28.0,22.0,85.0,33.0
787.0,5.0,1.0,0.0,40.0,131.0,7.0,238.0,99.0,82.0,122.0,35.0
461.0,2.0,0.0,1.0,1.0,4.0,1.0,108.0,7.0,0.0,9.0,1.0
2086.0,5.0,0.0,1.0,95.0,223.0,7.0,44.0,227.0,129.0,265.0,128.0
804.0,0.0,0.0,1.0,18.0,46.0,6.0,262.0,39.0,3.0,63.0,13.0
1276.0,3.0,0.0,0.0,35.0,87.0,2.0,178.0,94.0,4.0,96.0,36.0
2003.0,3.0,0.0,0.0,85.0,306.0,7.0,449.0,5.0,18.0,190.0,48.0
959.0,2.0,0.0,0.0,90.0,332.0,0.0,151.0,123.0,113.0,255.0,57.0
1078.0,0.0,0.0,0.0,33.0,120.0,7.0,174.0,98.0,60.0,76.0,47.0
788.0,0.0,1.0,0.0,74.0,262.0,2.0,208.0,63.0,149.0,217.0,40.0
1021.0,1.0,1.0,1.0,0.0,2.0,0.0,271.0,6.0,1.0,2.0,1.0
1371.0,2.0,1.0,1.0,64.0,225.0,3.0,185.0,62.0,100.0,177.0,64.0
1574.0,3.0,0.0,1.0,78.0,250.0,1.0,6.0,218.0,73.0,241.0,66.0
218.0,3.0,0.0,1.0,50.0,149.0,7.0,341.0,14.0,57.0,132.0,41.0
740.0,0.0,0.0,1.0,86.0,233.0,3.0,402.0,5.0,113.0,190.0,111.0
1244.0,1.0,1.0,1.0,5.0,11.0,4.0,216.0,8.0,11.0,13.0,9.0
1848.0,4.0,0.0,0.0,79.0,276.0,5.0,362.0,57.0,92.0,169.0,95.0
16.0,4.0,0.0,0.0,80.0,276.0,5.0,386.0,116.0,106.0,250.0,72.0
10.0,2.0,0.0,1.0,3.0,13.0,1.0,353.0,14.0,1.0,10.0,7.0
277.0,4.0,1.0,1.0,1.0,7.0,9.0,346.0,1.0,1.0,8.0,4.0
1676.0,0.0,1.0,1.0,33.0,123.0,4.0,143.0,13.0,25.0,101.0,36.0
149.0,0.0,1.0,0.0,13.0,46.0,5.0,342.0,17.0,28.0,43.0,8.0
1984.0,1.0,1.0,0.0,47.0,122.0,0.0,327.0,143.0,64.0,136.0,50.0
1144.0,4.0,1.0,0.0,79.0,275.0,3.0,353.0,89.0,113.0,257.0,55.0
418.0,2.0,0.0,1.0,61.0,192.0,8.0,125.0,160.0,72.0,196.0,65.0
1218.0,0.0,1.0,0.0,16.0,39.0,2.0,521.0,14.0,19.0,65.0,20.0
464.0,4.0,0.0,1.0,22.0,71.0,8.0,572.0,28.0,16.0,73.0,32.0
1699.0,3.0,1.0,1.0,81.0,256.0,3.0,386.0,145.0,122.0,232.0,71.0
1976.0,3.0,1.0,1.0,49.0,177.0,2.0,204.0,135.0,66.0,169.0,76.0
1406.0,4.0,0.0,1.0,36.0,108.0,7.0,542.0,114.0,74.0,114.0,47.0
1179.0,4.0,0.0,0.0,76.0,281.0,0.0,393.0,6.0,124.0,291.0,105.0
1598.0,0.0,0.0,0.0,89.0,208.0,9.0,270.0,60.0,62.0,330.0,56.0
1168.0,2.0,0.0,1.0,7.0,32.0,2.0,452.0,24.0,3.0,17.0,6.0
600.0,0.0,1.0,0.0,16.0,63.0,4.0,427.0,51.0,20.0,57.0,15.0
39.0,4.0,0.0,1.0,37.0,120.0,8.0,472.0,77.0,69.0,128.0,28.0
448.0,1.0,1.0,1.0,38.0,153.0,5.0,132.0,105.0,28.0,145.0,32.0
651.0,2.0,0.0,1.0,81.0,274.0,8.0,525.0,127.0,35.0,188.0,92.0
846.0,4.0,1.0,0.0,65.0,131.0,4.0,132.0,37.0,12.0,229.0,75.0
1856.0,1.0,0.0,1.0,96.0,209.0,1.0,569.0,181.0,162.0,356.0,108.0
1843.0,2.0,1.0,0.0,82.0,242.0,2.0,280.0,111.0,13.0,226.0,104.0
1731.0,2.0,0.0,1.0,81.0,296.0,7.0,327.0,53.0,51.0,325.0,72.0
223.0,5.0,0.0,0.0,69.0,186.0,5.0,58.0,108.0,11.0,195.0,85.0
1464.0,0.0,1.0,1.0,35.0,90.0,6.0,224.0,84.0,10.0,86.0,19.0
875.0,3.0,0.0,1.0,44.0,106.0,5.0,541.0,136.0,51.0,91.0,33.0
927.0,5.0,1.0,1.0,40.0,109.0,0.0,447.0,54.0,65.0,93.0,38.0
52.0,4.0,0.0,0.0,55.0,208.0,8.0,184.0,6.0,43.0,122.0,60.0
2083.0,3.0,1.0,0.0,29.0,95.0,5.0,505.0,65.0,52.0,106.0,44.0
1280.0,0.0,0.0,1.0,7.0,28.0,1.0,53.0,18.0,1.0,27.0,5.0
685.0,2.0,1.0,0.0,76.0,168.0,6.0,49.0,190.0,72.0,190.0,71.0
1018.0,0.0,1.0,0.0,82.0,193.0,8.0,223.0,171.0,36.0,239.0,123.0
1990.0,0.0,1.0,0.0,91.0,313.0,0.0,29.0,72.0,112.0,234.0,80.0
1513.0,4.0,1.0,1.0,38.0,107.0,3.0,479.0,6.0,47.0,100.0,30.0
1978.0,2.0,0.0,0.0,63.0,159.0,4.0,494.0,141.0,47.0,129.0,86.0
1678.0,5.0,1.0,1.0,76.0,170.0,7.0,188.0,9.0,45.0,160.0,93.0
