loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2064,5, Not Graduate, Yes,2700000,8700000,20,687,2600000,1200000,9000000,1300000, Approved
47,3, Not Graduate, Yes,4200000,14600000,6,679,2400000,6900000,8700000,4900000, Approved
2689,5, Not Graduate, Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000, Approved
580,1, Graduate, No,2900000,10900000,20,445,6600000,2800000,9300000,2600000, Rejected
2077,2, Not Graduate, No,1500000,4200000,16,771,2500000,800000,5700000,1100000, Approved
2677,3, Not Graduate, Yes,6300000,23900000,16,656,12700000,9300000,15200000,5100000, Approved
2282,2, Not Graduate, No,3200000,8600000,18,638,1000000,4900000,8600000,3500000, Approved
279,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000, Approved
427,2, Graduate, No,5500000,14800000,8,364,13000000,4500000,12600000,4500000, Rejected
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000, Approved
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000, Rejected
2729,0, Graduate, Yes,5800000,12700000,12,528,8400000,7300000,19600000,7600000, Rejected
1196,3, Not Graduate, Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000, Approved
3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000, Approved
3193,0, Graduate, Yes,5300000,13300000,12,572,4200000,2500000,18000000,7100000, Approved
604,4, Not Graduate, Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000, Rejected
1078,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000, Rejected
14,2, Graduate, Yes,9100000,31500000,14,679,10800000,16600000,20900000,5000000, Approved
1187,2, Not Graduate, No,4400000,12000000,20,421,9300000,2700000,15700000,3400000, Rejected
3918,1, Graduate, Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000, Rejected
976,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,17200000,12000000, Rejected
4014,0, Graduate, No,2500000,8900000,2,662,4000000,2100000,9700000,3000000, Approved
1424,0, Graduate, Yes,4500000,9600000,14,471,3200000,7700000,11000000,3600000, Rejected
4077,2, Graduate, No,1500000,4900000,16,387,-100000,2400000,3700000,1300000, Rejected
4070,0, Not Graduate, No,9300000,31900000,2,331,7100000,11200000,23700000,8000000, Approved
2120,1, Not Graduate, No,6600000,20700000,4,415,12800000,11900000,17700000,3900000, Approved
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000, Approved
1709,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000, Rejected
1850,2, Not Graduate, Yes,8500000,30900000,14,511,23300000,4400000,21900000,5500000, Rejected
1021,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,14400000,7600000, Rejected
3174,2, Graduate, Yes,4600000,12600000,2,355,6300000,6900000,14800000,6500000, Rejected
3535,2, Not Graduate, Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000, Approved
4015,0, Not Graduate, No,4600000,14400000,14,642,10100000,8700000,11100000,4800000, Approved
4199,3, Graduate, Yes,5100000,17000000,10,477,1700000,3300000,13700000,6300000, Rejected
3395,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000, Rejected
2931,3, Not Graduate, No,8700000,24800000,20,360,25300000,8700000,31100000,4300000, Rejected
1619,1, Not Graduate, Yes,5300000,14100000,14,510,13300000,10400000,18900000,7800000, Rejected
1758,5, Not Graduate, No,5800000,22800000,12,600,16000000,1100000,20700000,5700000, Approved
3554,5, Graduate, No,1800000,6000000,4,548,1400000,2400000,6500000,2600000, Approved
1701,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000, Approved
4157,4, Not Graduate, Yes,8900000,27100000,18,363,7800000,9600000,25400000,12700000, Rejected
353,4, Not Graduate, No,3300000,9700000,14,782,2500000,0,10400000,2200000, Approved
1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000, Approved
1457,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000, Approved
4112,4, Not Graduate, No,9700000,31700000,10,342,700000,100000,36700000,12000000, Rejected
1994,4, Not Graduate, Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000, Approved
1749,2, Graduate, No,4200000,10200000,14,407,5900000,4500000,12000000,2500000, Rejected
3255,3, Graduate, No,7400000,28800000,8,391,20000000,7900000,23600000,7200000, Rejected
3955,5, Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000, Approved
1034,3, Graduate, No,600000,1200000,2,752,1100000,500000,2300000,700000, Approved
1447,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000, Rejected
2035,1, Graduate, Yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000, Rejected
1462,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000, Rejected
1053,3, Graduate, No,3100000,8500000,12,493,8700000,5100000,12000000,2000000, Rejected
2787,5, Graduate, No,4000000,9400000,4,723,200000,0,12100000,2000000, Approved
2672,0, Not Graduate, Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000, Approved
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000, Approved
1931,4, Graduate, Yes,6200000,16200000,20,734,8800000,4000000,14600000,4400000, Approved
1882,4, Graduate, Yes,2600000,9400000,18,481,2700000,4400000,8600000,2400000, Rejected
92,4, Graduate, No,8800000,20700000,18,540,19200000,3200000,22400000,12700000, Rejected
1658,4, Not Graduate, No,3900000,9000000,2,674,8700000,5700000,14000000,3100000, Approved
3787,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000, Approved
521,3, Not Graduate, No,7200000,21200000,4,711,10800000,4200000,24900000,5700000, Approved
2189,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000, Approved
2029,0, Not Graduate, No,9500000,24400000,14,769,14400000,2400000,30800000,14200000, Approved
791,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000, Approved
143,0, Graduate, Yes,5500000,16700000,18,829,5500000,1300000,12800000,5900000, Approved
3070,5, Graduate, Yes,8700000,18400000,12,394,18800000,3200000,24600000,12000000, Rejected
1097,3, Not Graduate, No,6400000,14400000,10,546,10600000,10000000,21200000,5100000, Rejected
537,2, Not Graduate, No,3700000,14100000,6,633,800000,200000,11300000,3400000, Approved
3741,2, Not Graduate, Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000, Rejected
649,0, Not Graduate, Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000, Approved
3603,0, Not Graduate, Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000, Approved
2999,5, Not Graduate, No,8300000,17700000,12,334,19600000,13200000,22500000,9800000, Rejected
2169,3, Graduate, Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000, Approved
2094,1, Not Graduate, No,4600000,13900000,8,520,13300000,6400000,9800000,2200000, Rejected
962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000, Approved
1740,4, Not Graduate, Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000, Rejected
3295,0, Not Graduate, Yes,800000,2400000,4,518,500000,800000,2800000,500000, Approved
1941,0, Graduate, No,8600000,29000000,18,481,21200000,2600000,27700000,5400000, Rejected
4079,3, Graduate, Yes,7800000,20000000,14,727,4600000,7200000,17300000,8600000, Approved
1137,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000, Approved
3071,3, Graduate, Yes,9700000,19700000,4,663,16700000,2200000,36200000,5200000, Approved
3997,0, Not Graduate, No,200000,800000,20,331,300000,0,500000,100000, Rejected
1588,5, Graduate, Yes,5300000,17800000,16,505,9200000,8500000,14600000,4100000, Rejected
1723,2, Not Graduate, No,5700000,21300000,10,323,1600000,11200000,16200000,5100000, Rejected
4045,4, Not Graduate, Yes,4300000,16100000,18,849,3800000,6600000,17100000,6400000, Approved
3211,5, Not Graduate, Yes,7600000,16500000,8,534,8900000,10300000,24900000,8300000, Rejected
2899,4, Not Graduate, No,6000000,14900000,2,321,6900000,7700000,18000000,6500000, Rejected
3980,4, Not Graduate, No,9400000,20200000,10,803,24800000,1000000,34400000,4800000, Approved
3874,1, Not Graduate, No,6400000,21500000,6,489,1600000,4600000,17600000,8900000, Rejected
1343,3, Not Graduate, No,2400000,8100000,6,630,5100000,2900000,9100000,2300000, Approved
3032,1, Not Graduate, Yes,7600000,18800000,14,403,20900000,4700000,24700000,10000000, Rejected
3249,0, Graduate, No,5400000,18400000,8,625,12100000,3000000,13000000,4800000, Approved
1681,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000, Rejected
2243,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000, Approved
1483,0, Not Graduate, Yes,2300000,6200000,8,712,6800000,1700000,8800000,1500000, Approved
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000, Approved
1725,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000, Approved
1653,3, Graduate, No,4300000,11200000,6,556,11000000,4300000,14500000,5100000, Approved
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000, Approved
3158,0, Not Graduate, Yes,8600000,20000000,10,704,25400000,10000000,30800000,10300000, Approved
1061,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000, Approved
2121,3, Not Graduate, Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000, Approved
2246,4, Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000, Rejected
4207,0, Not Graduate, Yes,2100000,8300000,20,765,-100000,3600000,7700000,2100000, Approved
2834,0, Graduate, Yes,7500000,28900000,10,632,21700000,10700000,24700000,9900000, Approved
1333,0, Graduate, No,1500000,3600000,14,747,200000,1400000,3000000,1200000, Approved
2923,0, Not Graduate, Yes,9600000,23800000,12,389,25200000,15800000,27000000,8300000, Rejected
2358,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000, Approved
4156,3, Not Graduate, No,7400000,23500000,2,460,20600000,12200000,25900000,9200000, Approved
644,3, Not Graduate, No,5400000,19400000,20,731,13800000,3200000,20000000,4300000, Approved
4103,2, Not Graduate, Yes,3300000,10700000,8,806,5700000,600000,11500000,4900000, Approved
3712,2, Graduate, Yes,5600000,19100000,8,350,2700000,1200000,14200000,4200000, Rejected
530,2, Graduate, No,4600000,13500000,16,587,7700000,5900000,10600000,5000000, Approved
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000, Approved
131,0, Not Graduate, Yes,9500000,20800000,14,565,15100000,11900000,33900000,13400000, Approved
3594,2, Graduate, No,2200000,6800000,20,546,4600000,200000,4500000,2200000, Rejected
3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000, Approved
971,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000, Approved
2063,0, Graduate, No,9200000,36500000,14,522,10500000,5300000,22400000,13200000, Rejected
347,5, Graduate, Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000, Rejected
121,5, Graduate, No,900000,2300000,16,545,100000,200000,2700000,800000, Rejected
1030,2, Not Graduate, Yes,9500000,37000000,8,887,21800000,18300000,19200000,11700000, Approved
2664,2, Graduate, No,4300000,14700000,2,871,4100000,7300000,13900000,4400000, Approved
293,3, Graduate, Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000, Rejected
2761,2, Graduate, No,2900000,11300000,12,839,700000,5100000,8100000,2600000, Approved
3003,4, Graduate, Yes,3500000,10700000,8,883,200000,2300000,8400000,2000000, Approved
3229,2, Graduate, Yes,2700000,8500000,20,368,4900000,4500000,5900000,2100000, Rejected
4035,0, Graduate, Yes,5300000,12900000,20,826,15500000,6800000,12000000,5200000, Approved
174,2, Not Graduate, Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000, Rejected
1339,0, Graduate, No,1400000,3200000,14,384,3100000,800000,3400000,2000000, Rejected
2991,1, Not Graduate, No,3100000,6600000,20,837,4000000,4200000,12300000,4300000, Approved
3044,5, Not Graduate, Yes,7600000,25700000,4,607,12900000,13600000,29100000,4900000, Approved
979,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,6700000,1400000, Rejected
1376,1, Graduate, Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000, Approved
3010,4, Not Graduate, No,1100000,3300000,18,417,1400000,1000000,4200000,700000, Rejected
2096,4, Not Graduate, Yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000, Approved
3551,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000, Rejected
1919,5, Graduate, No,3700000,14000000,2,469,3800000,600000,8000000,2800000, Approved
4189,4, Graduate, No,5800000,18500000,16,436,1400000,5500000,17100000,6500000, Rejected
4024,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000, Approved
148,3, Graduate, No,4000000,11100000,12,572,9700000,100000,12500000,2400000, Approved
1273,5, Not Graduate, No,9900000,35800000,20,470,9500000,18400000,39100000,14700000, Rejected
1478,4, Not Graduate, No,1200000,3300000,12,876,400000,100000,3800000,1000000, Approved
1206,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected
3019,4, Not Graduate, Yes,5700000,13900000,12,775,1600000,3100000,15900000,7100000, Approved
1073,1, Not Graduate, No,6200000,19500000,20,448,3300000,7100000,22400000,8000000, Rejected
2007,3, Graduate, No,8600000,23600000,4,324,13800000,3800000,28500000,4300000, Rejected
2865,4, Not Graduate, No,3600000,12400000,14,427,10400000,2400000,9100000,2600000, Rejected
53,5, Not Graduate, No,3800000,7600000,4,689,8700000,100000,9300000,3400000, Approved
3319,5, Graduate, Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000, Rejected
2531,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000, Rejected
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000, Rejected
4027,1, Not Graduate, Yes,6800000,16800000,10,736,2000000,2600000,23800000,5600000, Approved
3351,3, Not Graduate, Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000, Approved
1690,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000, Approved
3380,1, Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000, Rejected
101,4, Not Graduate, No,400000,900000,12,478,700000,100000,1200000,100000, Rejected
3168,2, Graduate, No,5500000,19000000,2,382,12500000,1000000,15200000,8100000, Approved
235,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000, Approved
4213,0, Not Graduate, No,200000,600000,12,683,400000,200000,400000,0, Approved
4178,2, Not Graduate, No,6900000,16500000,16,785,19600000,8600000,27100000,3600000, Approved
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000, Approved
3993,0, Not Graduate, No,3700000,12700000,14,797,1300000,1100000,12300000,3700000, Approved
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000, Approved
2341,1, Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000, Rejected
1738,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000, Approved
2059,2, Not Graduate, Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000, Rejected
274,1, Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000, Rejected
3827,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000, Rejected
2438,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000, Approved
3982,0, Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000, Approved
516,3, Graduate, Yes,8900000,18500000,10,367,6100000,0,32000000,10300000, Rejected
2980,1, Not Graduate, Yes,3400000,7200000,8,741,4300000,6600000,11500000,3900000, Approved
1177,1, Graduate, No,7900000,27100000,10,803,20000000,9800000,22200000,6600000, Approved
1038,3, Graduate, Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000, Rejected
1762,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000, Approved
2086,5, Not Graduate, No,7600000,16300000,18,872,5100000,1900000,20700000,5000000, Approved
2786,0, Not Graduate, No,7700000,29300000,14,801,6200000,11800000,23400000,4700000, Approved
434,0, Graduate, Yes,6300000,21500000,8,629,600000,3400000,22000000,5200000, Approved
411,5, Graduate, No,7100000,18900000,12,360,10700000,1100000,19800000,8500000, Rejected
4247,1, Graduate, Yes,3100000,11500000,4,871,1500000,2400000,7100000,3600000, Approved
3247,2, Not Graduate, Yes,5400000,14800000,6,724,1000000,400000,13100000,5400000, Approved
1325,1, Not Graduate, Yes,1300000,5000000,20,423,900000,800000,3900000,1600000, Rejected
389,5, Not Graduate, No,4300000,14500000,12,302,12500000,4300000,12500000,5100000, Rejected
2133,0, Graduate, Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000, Rejected
3643,2, Not Graduate, No,7600000,19300000,12,463,5400000,1500000,16000000,9600000, Rejected
2833,4, Not Graduate, Yes,7500000,18000000,20,395,200000,12800000,23500000,9700000, Rejected
3456,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000, Rejected
1988,2, Not Graduate, No,4300000,14500000,10,594,11400000,700000,14000000,5300000, Approved
3622,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000, Approved
4262,3, Graduate, Yes,3000000,7500000,6,881,1400000,4500000,6100000,2300000, Approved
2939,2, Not Graduate, No,5900000,19800000,20,327,7800000,1500000,19700000,8500000, Rejected
3429,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000, Approved
4002,5, Not Graduate, No,9200000,28000000,8,527,18700000,7700000,24400000,6400000, Rejected
184,2, Not Graduate, No,7500000,23100000,4,824,12100000,10900000,26300000,9500000, Approved
170,0, Not Graduate, Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000, Approved
2122,0, Not Graduate, No,6300000,13300000,2,666,8800000,4000000,14200000,4900000, Approved
2205,4, Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000, Approved
501,2, Graduate, No,200000,700000,8,851,400000,200000,800000,200000, Approved
2886,0, Not Graduate, No,8000000,31000000,8,847,4900000,9500000,29600000,5700000, Approved
1885,0, Graduate, No,4700000,18500000,4,516,1000000,8400000,10400000,6100000, Approved
3524,4, Graduate, Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000, Rejected
1388,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved
410,5, Not Graduate, No,3000000,11800000,6,847,8200000,2200000,7100000,2300000, Approved
4222,3, Graduate, Yes,1300000,4300000,18,412,600000,900000,5200000,1200000, Rejected
3670,5, Not Graduate, Yes,7100000,21800000,18,891,7000000,0,18900000,4700000, Approved
3291,1, Graduate, Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000, Approved
3251,2, Not Graduate, No,7500000,22400000,14,695,8100000,3900000,15300000,9400000, Approved
3393,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000, Approved
2804,0, Graduate, No,6000000,23600000,6,776,13800000,2700000,23400000,8800000, Approved
3221,3, Graduate, Yes,8900000,22500000,12,887,23300000,10800000,33500000,9500000, Approved
2684,4, Graduate, Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000, Approved
1921,4, Not Graduate, No,500000,1300000,6,809,200000,300000,900000,500000, Approved
3589,4, Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000, Rejected
2843,1, Not Graduate, No,3500000,10900000,4,524,8800000,6200000,13600000,2800000, Approved
1300,4, Not Graduate, No,7600000,30300000,12,339,20400000,8000000,22200000,5800000, Rejected
1342,2, Graduate, Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000, Approved
4232,5, Graduate, No,3300000,9100000,18,697,8800000,1800000,11300000,2600000, Approved
2299,2, Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000, Approved
2151,2, Graduate, No,4000000,13000000,4,695,6400000,6900000,15400000,4300000, Approved
2781,3, Graduate, Yes,7700000,18900000,2,583,9300000,3000000,16700000,9300000, Approved
211,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000, Approved
8,2, Graduate, Yes,5700000,15000000,20,382,13200000,5700000,11800000,6000000, Rejected
941,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000, Rejected
679,4, Not Graduate, Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000, Approved
2146,2, Graduate, No,3300000,7900000,20,829,4800000,2100000,13200000,2600000, Approved
1599,5, Not Graduate, Yes,3000000,6600000,16,462,5500000,3500000,9100000,3600000, Rejected
295,0, Graduate, No,8800000,20200000,4,433,16000000,4200000,30500000,12400000, Rejected
348,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000, Approved
1664,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000, Approved
3953,3, Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000, Approved
3490,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000, Approved
3399,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000, Approved
3377,5, Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000, Approved
1099,3, Graduate, Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000, Approved
2994,0, Not Graduate, Yes,3700000,9300000,14,531,8300000,1000000,8900000,1900000, Rejected
3021,2, Not Graduate, Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000, Approved
4244,0, Not Graduate, Yes,1600000,3400000,8,867,-100000,2700000,4300000,1300000, Approved
188,3, Graduate, Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000, Approved
2967,4, Not Graduate, Yes,3500000,11300000,16,874,1400000,3800000,10100000,3700000, Approved
1023,5, Graduate, No,8800000,18800000,14,836,17300000,10100000,32700000,5400000, Approved
964,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,14100000,3900000, Approved
3132,1, Graduate, Yes,200000,400000,18,859,300000,100000,400000,200000, Approved
1202,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved
350,4, Not Graduate, Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000, Approved
3031,5, Not Graduate, No,9000000,34300000,10,853,22500000,11900000,32200000,10100000, Approved
1606,3, Not Graduate, Yes,8800000,26200000,20,865,19300000,9800000,27700000,12500000, Approved
1107,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000, Approved
2920,1, Not Graduate, No,8900000,28400000,6,709,21600000,5500000,26200000,7900000, Approved
3700,3, Not Graduate, Yes,5300000,19500000,4,591,13200000,4700000,19800000,7900000, Approved
716,5, Not Graduate, No,3900000,14000000,4,708,700000,1800000,15600000,5200000, Approved
624,3, Not Graduate, Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000, Approved
1571,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000, Approved
3766,1, Graduate, No,4600000,16700000,16,407,13000000,6000000,9800000,2800000, Rejected
2478,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000, Approved
3327,3, Graduate, No,1500000,3200000,4,767,2000000,400000,3700000,1400000, Approved
3796,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000, Approved
3263,2, Not Graduate, Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000, Rejected
3302,5, Graduate, Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000, Approved
1270,3, Graduate, Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000, Rejected
1865,2, Not Graduate, No,5600000,13700000,2,558,7500000,9300000,12100000,6700000, Approved
3621,4, Not Graduate, No,1300000,3500000,12,512,3300000,1400000,3200000,700000, Rejected
969,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000, Approved
3410,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000, Approved
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000, Approved
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000, Rejected
3209,4, Graduate, No,4600000,12500000,6,406,10800000,200000,14000000,6800000, Rejected
3214,1, Not Graduate, Yes,4300000,16300000,14,792,400000,400000,10200000,4000000, Rejected
1697,3, Not Graduate, Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000, Approved
4173,4, Not Graduate, No,4300000,13900000,2,894,10100000,100000,8600000,3300000, Approved
1933,0, Graduate, Yes,3800000,8100000,20,831,6500000,1700000,7700000,2000000, Approved
3088,3, Graduate, No,6100000,24000000,18,718,4100000,3400000,16600000,6800000, Approved
1473,1, Graduate, Yes,5200000,14300000,18,650,5400000,2300000,17600000,3600000, Approved
2034,5, Not Graduate, Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000, Approved
230,3, Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000, Rejected
3970,1, Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000, Rejected
1224,2, Graduate, No,1600000,3800000,10,837,3800000,1100000,5500000,1600000, Approved
36,2, Graduate, Yes,1700000,3400000,8,691,2700000,2800000,6000000,900000, Approved
459,0, Graduate, No,7400000,20900000,6,635,15600000,14000000,21000000,7200000, Approved
3582,4, Graduate, No,2200000,6100000,12,330,5500000,2900000,5000000,2200000, Rejected
2191,2, Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000, Approved
3149,3, Not Graduate, No,8300000,25700000,12,453,24000000,14600000,20400000,5700000, Rejected
358,2, Not Graduate, No,8400000,26300000,4,419,22900000,7900000,29200000,6200000, Approved
1598,2, Not Graduate, Yes,2300000,9100000,20,610,3700000,600000,7800000,3400000, Approved
2882,1, Not Graduate, No,6400000,16400000,6,428,12400000,10900000,23900000,8900000, Rejected
1481,5, Graduate, Yes,700000,1800000,14,571,200000,400000,1900000,400000, Approved
1489,2, Graduate, No,2800000,11000000,16,525,8200000,1800000,5800000,2400000, Rejected
1704,5, Graduate, No,5400000,19700000,20,423,6500000,10000000,15700000,7300000, Rejected
4104,1, Not Graduate, No,6300000,17800000,12,770,6000000,3000000,17000000,3200000, Approved
3323,4, Graduate, Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000, Rejected
1703,5, Graduate, No,6100000,17800000,6,849,2900000,10900000,16100000,7800000, Approved
254,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000, Approved
3155,3, Not Graduate, Yes,3800000,9400000,12,301,7800000,2800000,14900000,5000000, Rejected
2378,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000, Approved
1010,1, Graduate, No,8900000,22600000,18,617,8400000,15500000,27900000,11700000, Approved
1409,3, Not Graduate, Yes,2000000,4200000,16,571,1700000,3900000,5800000,1300000, Approved
3462,1, Graduate, Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000, Approved
4093,1, Graduate, No,700000,1400000,6,759,1000000,500000,2600000,700000, Approved
3454,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000, Rejected
3331,1, Graduate, No,6300000,17200000,12,714,10100000,4200000,24700000,8500000, Approved
3446,3, Graduate, No,6600000,14600000,10,841,15300000,12100000,14800000,6000000, Approved
3142,5, Graduate, Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000, Rejected
